sale_date,product_name,product_category,product_description,sale_channel,production_cost,sale_price
16/8/2024,Dark Roast Delight,Robusta,Dark roast with a smoky undertone,in-store,134.05,47.15
30/5/2024,Caramel Creme Dream,Arabica,Dark roast with a smoky undertone,instagram,49.1,65.01
19/3/2024,Costa Rican Classic,Robusta,Rich and bold with hints of chocolate,web-site,44.57,49.8
3/2/2024,Dark Roast Delight,Excelsa,Rich and bold with hints of chocolate,whatsapp,142.43,141.33
15/1/2024,Peruvian Perfection,Robusta,Light and crisp with a citrus twist,whatsapp,43.46,29.58
31/3/2024,Colombian Comfort,Robusta,Light and crisp with a citrus twist,web-site,88.32,189.24
8/11/2024,Peruvian Perfection,Robusta,Smooth and nutty with a caramel finish,whatsapp,141.05,131.05
4/2/2024,Morning Blend Magic,Excelsa,Smooth and nutty with a caramel finish,instagram,76.95,97.77
23/9/2024,Brazilian Beauty,Arabica,Bright and fruity with floral notes,instagram,140.38,159.82
29/12/2024,Hazelnut Heaven,Robusta,Light and crisp with a citrus twist,in-store,89.52,187.78
30/4/2024,Brazilian Beauty,Liberica,Dark roast with a smoky undertone,in-store,81.31,135.51
3/10/2024,Caramel Creme Dream,Robusta,Smooth and nutty with a caramel finish,in-store,145.48,173.24
12/2/2024,Guatemalan Gold,Robusta,Rich and bold with hints of chocolate,web-site,96.02,177.56
29/2/2024,Hazelnut Heaven,Excelsa,Dark roast with a smoky undertone,whatsapp,36.1,194.26
24/9/2024,Brazilian Beauty,Liberica,Smooth and nutty with a caramel finish,whatsapp,49.49,177.36
18/3/2024,Espresso Elegance,Excelsa,Smooth and nutty with a caramel finish,in-store,102.34,192.47
22/3/2024,Colombian Comfort,Excelsa,Light and crisp with a citrus twist,whatsapp,98.7,197.38
5/3/2024,Morning Blend Magic,Excelsa,Smooth and nutty with a caramel finish,whatsapp,53.83,36.08
5/1/2024,Brazilian Beauty,Catimor,Rich and bold with hints of chocolate,in-store,119.35,77.85
12/2/2024,Caramel Creme Dream,Robusta,Light and crisp with a citrus twist,whatsapp,138.0,198.22
23/5/2024,Jamaican Java Joy,Liberica,Light and crisp with a citrus twist,in-store,27.8,111.95
11/5/2024,Jamaican Java Joy,Excelsa,Smooth and nutty with a caramel finish,in-store,28.87,64.38
19/8/2024,Guatemalan Gold,Arabica,Smooth and nutty with a caramel finish,web-site,143.65,193.18
8/10/2024,Dark Roast Delight,Arabica,Rich and bold with hints of chocolate,whatsapp,73.05,144.87
12/11/2024,Jamaican Java Joy,Robusta,Rich and bold with hints of chocolate,instagram,41.73,166.93
1/1/2024,Morning Blend Magic,Robusta,Rich and bold with hints of chocolate,instagram,60.46,183.79
10/4/2024,Sumatra Sunrise,Robusta,Dark roast with a smoky undertone,whatsapp,121.88,94.49
3/11/2024,Colombian Comfort,Catimor,Rich and bold with hints of chocolate,web-site,80.24,28.93
20/7/2024,Morning Blend Magic,Arabica,Rich and bold with hints of chocolate,web-site,70.93,190.38
24/10/2024,French Vanilla Fantasy,Arabica,Bright and fruity with floral notes,instagram,37.7,35.5
29/1/2024,Costa Rican Classic,Robusta,Smooth and nutty with a caramel finish,whatsapp,136.2,103.37
1/8/2024,Mocha Madness,Excelsa,Smooth and nutty with a caramel finish,in-store,113.34,80.44
22/6/2024,Guatemalan Gold,Robusta,Smooth and nutty with a caramel finish,web-site,36.07,154.63
28/10/2024,Brazilian Beauty,Arabica,Bright and fruity with floral notes,web-site,79.65,178.12
28/8/2024,Mocha Madness,Catimor,Rich and bold with hints of chocolate,web-site,130.37,82.32
10/7/2024,Ethiopian Excellence,Catimor,Rich and bold with hints of chocolate,whatsapp,40.12,29.64
7/11/2024,Sumatra Sunrise,Liberica,Smooth and nutty with a caramel finish,instagram,73.65,160.37
5/8/2024,Colombian Comfort,Robusta,Dark roast with a smoky undertone,in-store,144.87,183.3
31/8/2024,Hazelnut Heaven,Arabica,Light and crisp with a citrus twist,whatsapp,91.65,135.08
25/12/2024,Mocha Madness,Liberica,Dark roast with a smoky undertone,web-site,58.9,29.72
19/10/2024,Peruvian Perfection,Arabica,Smooth and nutty with a caramel finish,instagram,72.43,44.55
19/4/2024,Sumatra Sunrise,Robusta,Smooth and nutty with a caramel finish,whatsapp,78.09,128.03
24/10/2024,Caramel Creme Dream,Catimor,Rich and bold with hints of chocolate,whatsapp,107.53,38.74
4/1/2024,Jamaican Java Joy,Liberica,Dark roast with a smoky undertone,instagram,57.82,35.75
14/6/2024,Colombian Comfort,Arabica,Rich and bold with hints of chocolate,whatsapp,49.23,102.87
16/8/2024,Brazilian Beauty,Robusta,Dark roast with a smoky undertone,whatsapp,53.57,66.41
15/11/2024,Brazilian Beauty,Liberica,Dark roast with a smoky undertone,whatsapp,80.99,144.86
18/7/2024,Hazelnut Heaven,Arabica,Dark roast with a smoky undertone,instagram,48.21,120.02
1/2/2024,Hazelnut Heaven,Liberica,Rich and bold with hints of chocolate,whatsapp,45.82,74.88
10/3/2024,Costa Rican Classic,Arabica,Light and crisp with a citrus twist,web-site,149.32,91.56
4/10/2024,Mocha Madness,Liberica,Bright and fruity with floral notes,in-store,113.54,124.49
1/9/2024,French Vanilla Fantasy,Excelsa,Dark roast with a smoky undertone,instagram,103.13,175.48
17/5/2024,Brazilian Beauty,Liberica,Bright and fruity with floral notes,web-site,94.69,191.98
6/8/2024,Costa Rican Classic,Robusta,Rich and bold with hints of chocolate,in-store,118.86,107.37
28/10/2024,Costa Rican Classic,Excelsa,Bright and fruity with floral notes,web-site,64.85,49.84
15/4/2024,Hazelnut Heaven,Catimor,Dark roast with a smoky undertone,in-store,140.27,99.0
24/8/2024,Morning Blend Magic,Arabica,Smooth and nutty with a caramel finish,in-store,143.63,61.27
20/2/2024,Caramel Creme Dream,Liberica,Bright and fruity with floral notes,in-store,20.41,210.74
27/3/2024,Sumatra Sunrise,Arabica,Smooth and nutty with a caramel finish,in-store,81.2,195.54
4/6/2024,Jamaican Java Joy,Liberica,Smooth and nutty with a caramel finish,in-store,142.17,172.64
13/6/2024,Costa Rican Classic,Catimor,Light and crisp with a citrus twist,instagram,139.1,193.13
9/10/2024,Hazelnut Heaven,Arabica,Light and crisp with a citrus twist,web-site,23.19,95.7
21/1/2024,Hazelnut Heaven,Excelsa,Light and crisp with a citrus twist,instagram,125.23,99.22
17/4/2024,Espresso Elegance,Excelsa,Rich and bold with hints of chocolate,in-store,114.54,49.37
6/6/2024,Sumatra Sunrise,Catimor,Bright and fruity with floral notes,instagram,54.81,151.7
13/10/2024,Peruvian Perfection,Robusta,Dark roast with a smoky undertone,in-store,22.17,65.52
16/7/2024,Ethiopian Excellence,Catimor,Dark roast with a smoky undertone,web-site,116.58,74.08
8/4/2024,Morning Blend Magic,Excelsa,Dark roast with a smoky undertone,in-store,76.39,120.68
16/2/2024,Colombian Comfort,Robusta,Smooth and nutty with a caramel finish,instagram,21.49,107.95
8/8/2024,Hazelnut Heaven,Excelsa,Light and crisp with a citrus twist,instagram,82.93,158.03
14/4/2024,French Vanilla Fantasy,Arabica,Smooth and nutty with a caramel finish,instagram,52.05,37.17
19/4/2024,Sumatra Sunrise,Catimor,Smooth and nutty with a caramel finish,web-site,93.79,205.14
20/4/2024,French Vanilla Fantasy,Liberica,Dark roast with a smoky undertone,in-store,141.48,65.43
4/9/2024,Jamaican Java Joy,Catimor,Rich and bold with hints of chocolate,in-store,110.97,121.84
18/9/2024,Guatemalan Gold,Liberica,Smooth and nutty with a caramel finish,instagram,104.16,87.05
4/7/2024,Caramel Creme Dream,Liberica,Light and crisp with a citrus twist,whatsapp,97.34,205.15
29/7/2024,Dark Roast Delight,Excelsa,Bright and fruity with floral notes,instagram,85.89,200.5
4/6/2024,Morning Blend Magic,Robusta,Dark roast with a smoky undertone,instagram,87.38,30.04
14/9/2024,Peruvian Perfection,Excelsa,Dark roast with a smoky undertone,in-store,122.69,196.79
10/3/2024,Sumatra Sunrise,Liberica,Dark roast with a smoky undertone,instagram,143.36,205.22
10/2/2024,Morning Blend Magic,Catimor,Dark roast with a smoky undertone,instagram,143.05,64.91
16/9/2024,Peruvian Perfection,Catimor,Bright and fruity with floral notes,web-site,123.12,87.02
23/1/2024,Espresso Elegance,Catimor,Bright and fruity with floral notes,whatsapp,147.48,118.23
19/10/2024,Costa Rican Classic,Arabica,Light and crisp with a citrus twist,web-site,64.74,126.68
3/10/2024,Caramel Creme Dream,Excelsa,Bright and fruity with floral notes,web-site,147.15,183.3
20/10/2024,Morning Blend Magic,Catimor,Light and crisp with a citrus twist,instagram,78.54,97.19
7/5/2024,French Vanilla Fantasy,Excelsa,Rich and bold with hints of chocolate,in-store,109.96,98.22
19/2/2024,Jamaican Java Joy,Liberica,Dark roast with a smoky undertone,web-site,43.88,94.67
23/4/2024,Peruvian Perfection,Arabica,Light and crisp with a citrus twist,instagram,45.19,178.24
1/12/2024,Colombian Comfort,Liberica,Rich and bold with hints of chocolate,instagram,105.74,130.65
8/11/2024,Costa Rican Classic,Liberica,Rich and bold with hints of chocolate,web-site,77.35,204.38
2/4/2024,Dark Roast Delight,Liberica,Bright and fruity with floral notes,whatsapp,118.78,151.37
29/1/2024,Jamaican Java Joy,Arabica,Bright and fruity with floral notes,in-store,96.87,119.66
16/12/2024,Brazilian Beauty,Arabica,Rich and bold with hints of chocolate,web-site,129.47,134.26
12/11/2024,Caramel Creme Dream,Robusta,Bright and fruity with floral notes,in-store,127.69,60.58
31/1/2024,Espresso Elegance,Catimor,Smooth and nutty with a caramel finish,web-site,138.12,188.09
26/11/2024,Jamaican Java Joy,Catimor,Dark roast with a smoky undertone,whatsapp,61.32,208.23
3/3/2024,Costa Rican Classic,Robusta,Rich and bold with hints of chocolate,web-site,30.8,77.47
8/6/2024,Guatemalan Gold,Robusta,Light and crisp with a citrus twist,whatsapp,44.82,171.03
26/4/2024,Dark Roast Delight,Robusta,Rich and bold with hints of chocolate,whatsapp,110.79,92.76
10/3/2024,Costa Rican Classic,Robusta,Smooth and nutty with a caramel finish,instagram,41.34,37.15
13/11/2024,Brazilian Beauty,Arabica,Dark roast with a smoky undertone,instagram,57.4,208.96
6/11/2024,Guatemalan Gold,Catimor,Smooth and nutty with a caramel finish,in-store,25.74,140.4
10/2/2024,Sumatra Sunrise,Liberica,Bright and fruity with floral notes,instagram,47.5,49.87
3/6/2024,Sumatra Sunrise,Excelsa,Rich and bold with hints of chocolate,whatsapp,100.29,40.93
8/1/2024,Dark Roast Delight,Arabica,Smooth and nutty with a caramel finish,in-store,32.58,152.01
10/4/2024,Espresso Elegance,Excelsa,Light and crisp with a citrus twist,instagram,73.79,143.11
30/10/2024,Hazelnut Heaven,Arabica,Rich and bold with hints of chocolate,in-store,143.98,175.04
10/10/2024,Caramel Creme Dream,Excelsa,Bright and fruity with floral notes,whatsapp,77.13,196.43
3/6/2024,Dark Roast Delight,Excelsa,Light and crisp with a citrus twist,whatsapp,42.78,103.11
13/11/2024,Colombian Comfort,Liberica,Bright and fruity with floral notes,in-store,44.72,115.15
6/5/2024,Mocha Madness,Excelsa,Smooth and nutty with a caramel finish,in-store,136.99,170.07
14/12/2024,Espresso Elegance,Liberica,Dark roast with a smoky undertone,whatsapp,78.16,104.0
20/5/2024,Costa Rican Classic,Catimor,Bright and fruity with floral notes,web-site,111.73,112.22
4/11/2024,Dark Roast Delight,Arabica,Rich and bold with hints of chocolate,in-store,30.26,120.66
15/8/2024,Espresso Elegance,Robusta,Dark roast with a smoky undertone,instagram,100.2,94.72
13/3/2024,Dark Roast Delight,Arabica,Light and crisp with a citrus twist,whatsapp,56.83,134.6
17/12/2024,French Vanilla Fantasy,Liberica,Bright and fruity with floral notes,instagram,69.44,140.69
20/2/2024,Jamaican Java Joy,Catimor,Dark roast with a smoky undertone,web-site,132.08,109.32
10/5/2024,Sumatra Sunrise,Liberica,Bright and fruity with floral notes,instagram,75.63,101.08
21/8/2024,Jamaican Java Joy,Catimor,Smooth and nutty with a caramel finish,web-site,60.63,205.54
6/5/2024,Ethiopian Excellence,Catimor,Rich and bold with hints of chocolate,in-store,28.74,86.45
25/9/2024,Ethiopian Excellence,Excelsa,Bright and fruity with floral notes,in-store,77.58,36.24
5/11/2024,Hazelnut Heaven,Robusta,Dark roast with a smoky undertone,whatsapp,82.25,91.82
28/10/2024,Costa Rican Classic,Catimor,Light and crisp with a citrus twist,instagram,72.33,38.46
17/5/2024,Mocha Madness,Robusta,Light and crisp with a citrus twist,instagram,89.43,167.01
1/7/2024,Ethiopian Excellence,Arabica,Bright and fruity with floral notes,web-site,56.06,73.03
21/3/2024,Guatemalan Gold,Excelsa,Rich and bold with hints of chocolate,in-store,130.09,55.65
6/7/2024,Ethiopian Excellence,Robusta,Bright and fruity with floral notes,web-site,70.19,60.11
26/6/2024,Guatemalan Gold,Catimor,Rich and bold with hints of chocolate,web-site,76.22,198.46
18/10/2024,Costa Rican Classic,Robusta,Dark roast with a smoky undertone,web-site,49.01,31.54
20/3/2024,Sumatra Sunrise,Robusta,Light and crisp with a citrus twist,in-store,60.29,186.3
7/12/2024,Dark Roast Delight,Excelsa,Rich and bold with hints of chocolate,instagram,107.64,70.56
11/3/2024,Dark Roast Delight,Arabica,Bright and fruity with floral notes,in-store,56.12,86.38
22/4/2024,French Vanilla Fantasy,Arabica,Smooth and nutty with a caramel finish,in-store,90.65,187.43
27/4/2024,Caramel Creme Dream,Excelsa,Light and crisp with a citrus twist,whatsapp,86.34,44.62
17/5/2024,Mocha Madness,Liberica,Dark roast with a smoky undertone,web-site,63.7,114.74
24/11/2024,Espresso Elegance,Catimor,Dark roast with a smoky undertone,in-store,148.93,64.34
1/8/2024,Mocha Madness,Excelsa,Rich and bold with hints of chocolate,in-store,130.97,89.9
26/8/2024,Sumatra Sunrise,Robusta,Rich and bold with hints of chocolate,instagram,140.12,137.46
28/10/2024,Mocha Madness,Robusta,Light and crisp with a citrus twist,whatsapp,109.63,164.36
18/1/2024,Caramel Creme Dream,Liberica,Smooth and nutty with a caramel finish,whatsapp,28.37,147.99
30/6/2024,Ethiopian Excellence,Arabica,Rich and bold with hints of chocolate,web-site,66.93,183.76
4/4/2024,Morning Blend Magic,Liberica,Dark roast with a smoky undertone,whatsapp,111.22,161.36
19/3/2024,Caramel Creme Dream,Catimor,Light and crisp with a citrus twist,instagram,94.42,179.16
14/12/2024,Mocha Madness,Excelsa,Bright and fruity with floral notes,instagram,143.87,155.49
8/1/2024,Brazilian Beauty,Robusta,Smooth and nutty with a caramel finish,whatsapp,39.88,58.03
6/7/2024,Jamaican Java Joy,Robusta,Rich and bold with hints of chocolate,web-site,74.2,83.13
4/11/2024,Morning Blend Magic,Excelsa,Dark roast with a smoky undertone,instagram,33.09,44.5
12/11/2024,Mocha Madness,Excelsa,Dark roast with a smoky undertone,whatsapp,60.44,102.99
3/5/2024,Costa Rican Classic,Catimor,Rich and bold with hints of chocolate,whatsapp,109.81,112.42
15/2/2024,Colombian Comfort,Excelsa,Light and crisp with a citrus twist,web-site,132.59,52.55
7/3/2024,Costa Rican Classic,Excelsa,Light and crisp with a citrus twist,in-store,79.74,61.67
25/3/2024,Brazilian Beauty,Catimor,Bright and fruity with floral notes,in-store,106.68,147.82
11/2/2024,Costa Rican Classic,Excelsa,Dark roast with a smoky undertone,in-store,50.44,67.89
1/3/2024,Ethiopian Excellence,Catimor,Bright and fruity with floral notes,in-store,81.71,79.47
16/11/2024,Colombian Comfort,Catimor,Bright and fruity with floral notes,web-site,66.13,80.5
20/4/2024,Colombian Comfort,Robusta,Dark roast with a smoky undertone,whatsapp,66.79,83.62
12/3/2024,French Vanilla Fantasy,Arabica,Bright and fruity with floral notes,instagram,68.17,40.62
31/8/2024,Peruvian Perfection,Catimor,Dark roast with a smoky undertone,instagram,57.94,192.47
28/9/2024,Caramel Creme Dream,Arabica,Dark roast with a smoky undertone,whatsapp,67.09,208.38
10/4/2024,French Vanilla Fantasy,Excelsa,Rich and bold with hints of chocolate,in-store,41.74,39.7
8/1/2024,Sumatra Sunrise,Liberica,Light and crisp with a citrus twist,in-store,142.6,84.01
5/11/2024,Guatemalan Gold,Robusta,Bright and fruity with floral notes,whatsapp,51.95,99.82
4/2/2024,Espresso Elegance,Arabica,Bright and fruity with floral notes,web-site,39.31,97.1
8/2/2024,Colombian Comfort,Liberica,Rich and bold with hints of chocolate,whatsapp,97.11,125.71
4/3/2024,French Vanilla Fantasy,Robusta,Bright and fruity with floral notes,in-store,109.29,104.24
5/5/2024,Mocha Madness,Excelsa,Dark roast with a smoky undertone,in-store,103.38,141.75
13/7/2024,Dark Roast Delight,Arabica,Smooth and nutty with a caramel finish,in-store,60.01,123.79
5/2/2024,Caramel Creme Dream,Excelsa,Light and crisp with a citrus twist,whatsapp,149.47,203.19
7/3/2024,Costa Rican Classic,Robusta,Dark roast with a smoky undertone,instagram,35.29,137.26
20/4/2024,Peruvian Perfection,Excelsa,Rich and bold with hints of chocolate,in-store,35.29,152.75
12/5/2024,Jamaican Java Joy,Catimor,Dark roast with a smoky undertone,whatsapp,98.7,175.42
21/2/2024,Espresso Elegance,Excelsa,Dark roast with a smoky undertone,whatsapp,58.43,190.09
9/5/2024,Mocha Madness,Excelsa,Light and crisp with a citrus twist,web-site,61.84,112.85
10/3/2024,Jamaican Java Joy,Arabica,Rich and bold with hints of chocolate,web-site,67.24,147.37
7/9/2024,Colombian Comfort,Liberica,Light and crisp with a citrus twist,web-site,141.97,107.77
1/10/2024,Hazelnut Heaven,Excelsa,Bright and fruity with floral notes,web-site,87.28,107.51
21/11/2024,Costa Rican Classic,Arabica,Light and crisp with a citrus twist,instagram,138.89,128.16
15/3/2024,Sumatra Sunrise,Arabica,Rich and bold with hints of chocolate,instagram,40.51,45.67
8/5/2024,Jamaican Java Joy,Excelsa,Bright and fruity with floral notes,in-store,81.27,54.95
17/10/2024,Dark Roast Delight,Catimor,Dark roast with a smoky undertone,whatsapp,44.37,133.84
8/6/2024,Morning Blend Magic,Arabica,Smooth and nutty with a caramel finish,in-store,63.25,46.76
5/2/2024,Jamaican Java Joy,Arabica,Bright and fruity with floral notes,in-store,59.59,194.03
5/9/2024,Espresso Elegance,Liberica,Bright and fruity with floral notes,whatsapp,128.19,190.05
14/2/2024,Costa Rican Classic,Catimor,Light and crisp with a citrus twist,instagram,60.33,196.0
8/1/2024,Jamaican Java Joy,Arabica,Bright and fruity with floral notes,in-store,148.21,53.91
12/7/2024,Sumatra Sunrise,Catimor,Bright and fruity with floral notes,whatsapp,47.36,146.87
22/9/2024,Ethiopian Excellence,Excelsa,Rich and bold with hints of chocolate,in-store,106.02,143.43
14/7/2024,Mocha Madness,Arabica,Smooth and nutty with a caramel finish,in-store,47.31,72.65
14/6/2024,Guatemalan Gold,Robusta,Light and crisp with a citrus twist,whatsapp,83.49,40.34
15/6/2024,Sumatra Sunrise,Excelsa,Rich and bold with hints of chocolate,web-site,70.5,77.73
29/4/2024,Colombian Comfort,Catimor,Bright and fruity with floral notes,web-site,43.04,166.13
13/8/2024,Hazelnut Heaven,Excelsa,Light and crisp with a citrus twist,whatsapp,32.69,67.24
26/4/2024,French Vanilla Fantasy,Robusta,Light and crisp with a citrus twist,whatsapp,39.82,50.39
22/10/2024,Costa Rican Classic,Liberica,Smooth and nutty with a caramel finish,in-store,104.83,138.64
23/5/2024,Jamaican Java Joy,Robusta,Rich and bold with hints of chocolate,web-site,142.49,151.86
1/5/2024,Colombian Comfort,Liberica,Light and crisp with a citrus twist,whatsapp,45.03,120.91
9/12/2024,Espresso Elegance,Arabica,Rich and bold with hints of chocolate,in-store,139.64,72.42
21/11/2024,Mocha Madness,Excelsa,Rich and bold with hints of chocolate,instagram,108.67,71.05
21/5/2024,Espresso Elegance,Robusta,Smooth and nutty with a caramel finish,whatsapp,61.97,206.48
23/7/2024,Mocha Madness,Arabica,Light and crisp with a citrus twist,web-site,60.76,52.05
21/7/2024,Hazelnut Heaven,Catimor,Rich and bold with hints of chocolate,in-store,39.75,171.79
27/1/2024,Caramel Creme Dream,Arabica,Bright and fruity with floral notes,web-site,50.86,72.26
15/7/2024,French Vanilla Fantasy,Catimor,Bright and fruity with floral notes,in-store,105.28,141.68
14/12/2024,Sumatra Sunrise,Arabica,Bright and fruity with floral notes,instagram,134.49,152.96
10/6/2024,Dark Roast Delight,Robusta,Smooth and nutty with a caramel finish,whatsapp,27.06,148.92
4/11/2024,Costa Rican Classic,Catimor,Bright and fruity with floral notes,whatsapp,128.12,179.47
25/7/2024,Espresso Elegance,Liberica,Rich and bold with hints of chocolate,instagram,58.07,205.23
9/9/2024,Colombian Comfort,Excelsa,Smooth and nutty with a caramel finish,web-site,51.56,206.17
5/4/2024,Ethiopian Excellence,Liberica,Smooth and nutty with a caramel finish,whatsapp,135.24,38.47
12/12/2024,Peruvian Perfection,Robusta,Smooth and nutty with a caramel finish,web-site,52.13,194.09
27/1/2024,Sumatra Sunrise,Arabica,Light and crisp with a citrus twist,web-site,107.67,166.46
2/4/2024,Caramel Creme Dream,Catimor,Dark roast with a smoky undertone,web-site,63.0,138.51
3/10/2024,Morning Blend Magic,Robusta,Bright and fruity with floral notes,in-store,123.16,171.06
14/4/2024,Costa Rican Classic,Arabica,Bright and fruity with floral notes,in-store,147.23,106.49
21/11/2024,Hazelnut Heaven,Arabica,Smooth and nutty with a caramel finish,web-site,140.71,155.6
19/6/2024,Dark Roast Delight,Arabica,Rich and bold with hints of chocolate,whatsapp,58.18,112.77
6/10/2024,Guatemalan Gold,Liberica,Bright and fruity with floral notes,in-store,39.03,49.87
11/7/2024,Ethiopian Excellence,Excelsa,Smooth and nutty with a caramel finish,in-store,70.01,141.13
11/12/2024,Caramel Creme Dream,Excelsa,Rich and bold with hints of chocolate,in-store,104.13,162.05
18/8/2024,Brazilian Beauty,Robusta,Dark roast with a smoky undertone,instagram,41.64,198.68
29/8/2024,Caramel Creme Dream,Excelsa,Light and crisp with a citrus twist,web-site,82.47,193.42
4/9/2024,Colombian Comfort,Arabica,Smooth and nutty with a caramel finish,instagram,144.84,171.41
4/7/2024,Hazelnut Heaven,Arabica,Smooth and nutty with a caramel finish,whatsapp,46.24,120.59
3/10/2024,Costa Rican Classic,Liberica,Rich and bold with hints of chocolate,in-store,126.57,118.77
2/8/2024,Sumatra Sunrise,Liberica,Light and crisp with a citrus twist,whatsapp,68.05,206.6
6/11/2024,Colombian Comfort,Robusta,Bright and fruity with floral notes,instagram,73.31,186.98
6/11/2024,Jamaican Java Joy,Catimor,Smooth and nutty with a caramel finish,web-site,36.76,104.09
23/1/2024,Brazilian Beauty,Catimor,Smooth and nutty with a caramel finish,instagram,123.04,149.52
16/11/2024,Brazilian Beauty,Arabica,Smooth and nutty with a caramel finish,instagram,29.16,100.23
23/12/2024,French Vanilla Fantasy,Catimor,Dark roast with a smoky undertone,in-store,38.65,140.59
1/4/2024,Jamaican Java Joy,Liberica,Dark roast with a smoky undertone,instagram,42.19,43.06
11/4/2024,Colombian Comfort,Arabica,Light and crisp with a citrus twist,whatsapp,72.47,71.03
8/1/2024,Morning Blend Magic,Catimor,Bright and fruity with floral notes,whatsapp,37.25,56.09
8/6/2024,Hazelnut Heaven,Robusta,Bright and fruity with floral notes,instagram,108.75,61.87
28/8/2024,Hazelnut Heaven,Catimor,Rich and bold with hints of chocolate,in-store,143.85,178.4
25/10/2024,Ethiopian Excellence,Robusta,Rich and bold with hints of chocolate,in-store,120.31,152.44
11/12/2024,Dark Roast Delight,Robusta,Bright and fruity with floral notes,whatsapp,23.82,147.7
19/10/2024,French Vanilla Fantasy,Excelsa,Dark roast with a smoky undertone,whatsapp,27.86,205.56
28/1/2024,Guatemalan Gold,Excelsa,Bright and fruity with floral notes,instagram,136.54,192.07
9/1/2024,Brazilian Beauty,Arabica,Smooth and nutty with a caramel finish,in-store,149.76,121.37
23/1/2024,Jamaican Java Joy,Catimor,Light and crisp with a citrus twist,web-site,135.18,201.33
20/12/2024,Dark Roast Delight,Excelsa,Bright and fruity with floral notes,whatsapp,83.77,211.36
29/5/2024,Mocha Madness,Catimor,Bright and fruity with floral notes,instagram,99.61,151.59
17/5/2024,Morning Blend Magic,Catimor,Dark roast with a smoky undertone,instagram,34.82,131.51
26/8/2024,Caramel Creme Dream,Arabica,Smooth and nutty with a caramel finish,web-site,92.18,166.19
11/5/2024,Hazelnut Heaven,Arabica,Rich and bold with hints of chocolate,whatsapp,22.0,127.21
1/1/2024,Peruvian Perfection,Liberica,Smooth and nutty with a caramel finish,instagram,86.52,66.72
31/7/2024,Brazilian Beauty,Arabica,Dark roast with a smoky undertone,web-site,110.72,99.02
28/5/2024,Sumatra Sunrise,Arabica,Light and crisp with a citrus twist,in-store,107.51,139.47
9/10/2024,Dark Roast Delight,Liberica,Rich and bold with hints of chocolate,instagram,97.95,136.79
4/5/2024,Dark Roast Delight,Arabica,Light and crisp with a citrus twist,web-site,45.31,149.42
17/8/2024,Peruvian Perfection,Robusta,Light and crisp with a citrus twist,in-store,25.51,132.8
8/12/2024,French Vanilla Fantasy,Excelsa,Smooth and nutty with a caramel finish,instagram,105.34,32.09
1/10/2024,Ethiopian Excellence,Catimor,Light and crisp with a citrus twist,whatsapp,94.22,53.35
5/8/2024,Sumatra Sunrise,Excelsa,Smooth and nutty with a caramel finish,web-site,49.15,154.65
4/4/2024,Peruvian Perfection,Arabica,Bright and fruity with floral notes,instagram,114.58,182.81
6/5/2024,Mocha Madness,Excelsa,Bright and fruity with floral notes,web-site,150.0,63.54
22/2/2024,Jamaican Java Joy,Liberica,Light and crisp with a citrus twist,in-store,69.55,80.28
16/3/2024,Colombian Comfort,Arabica,Bright and fruity with floral notes,web-site,99.04,184.8
29/4/2024,Hazelnut Heaven,Arabica,Bright and fruity with floral notes,whatsapp,68.95,176.19
15/8/2024,Dark Roast Delight,Catimor,Smooth and nutty with a caramel finish,web-site,45.05,64.11
4/7/2024,Caramel Creme Dream,Arabica,Dark roast with a smoky undertone,instagram,72.52,154.0
28/2/2024,Jamaican Java Joy,Arabica,Light and crisp with a citrus twist,in-store,115.39,81.39
5/2/2024,Morning Blend Magic,Excelsa,Rich and bold with hints of chocolate,in-store,121.67,154.38
15/8/2024,Mocha Madness,Liberica,Smooth and nutty with a caramel finish,in-store,86.08,43.19
28/6/2024,French Vanilla Fantasy,Catimor,Light and crisp with a citrus twist,web-site,79.91,149.49
22/1/2024,Jamaican Java Joy,Liberica,Bright and fruity with floral notes,in-store,34.5,183.69
3/7/2024,Caramel Creme Dream,Excelsa,Bright and fruity with floral notes,instagram,103.74,58.43
6/12/2024,Dark Roast Delight,Robusta,Light and crisp with a citrus twist,instagram,113.62,30.2
17/5/2024,Mocha Madness,Catimor,Light and crisp with a citrus twist,instagram,110.59,120.96
9/9/2024,Brazilian Beauty,Robusta,Light and crisp with a citrus twist,whatsapp,20.52,181.08
2/3/2024,Mocha Madness,Catimor,Bright and fruity with floral notes,web-site,36.87,49.53
13/10/2024,Peruvian Perfection,Excelsa,Dark roast with a smoky undertone,whatsapp,83.99,167.05
28/11/2024,Costa Rican Classic,Excelsa,Bright and fruity with floral notes,whatsapp,63.39,87.28
22/11/2024,Ethiopian Excellence,Liberica,Bright and fruity with floral notes,whatsapp,94.85,105.25
15/12/2024,Ethiopian Excellence,Arabica,Light and crisp with a citrus twist,web-site,100.48,173.92
2/5/2024,Mocha Madness,Robusta,Dark roast with a smoky undertone,instagram,145.78,141.37
17/1/2024,Costa Rican Classic,Catimor,Rich and bold with hints of chocolate,in-store,92.62,89.0
19/5/2024,Guatemalan Gold,Excelsa,Dark roast with a smoky undertone,in-store,38.65,138.19
7/4/2024,Caramel Creme Dream,Liberica,Dark roast with a smoky undertone,in-store,66.09,40.37
13/2/2024,Colombian Comfort,Catimor,Dark roast with a smoky undertone,instagram,104.74,166.98
